=========================================
Process Baseline Snapshot
=========================================

Captured: 2025-11-04 10:32:39 EST
Hostname: davion-gem
System: Linux davion-gem 6.8.0-71-generic #71-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 22 16:52:38 UTC 2025 x86_64 x86_64 x86_64 GNU/Linux
Uptime:  10:32:39 up 10 min,  4 users,  load average: 0.39, 0.31, 0.22

=========================================
Process List (ps aux)
=========================================

USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.2  0.0  22764 12972 ?        Ss   10:22   0:01 /sbin/init splash
lightdm     1447  0.0  0.0   9292  4864 ?        S    10:22   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/113/at-spi/bus
lightdm     1448  0.0  0.0 314160  7808 ?        Ssl  10:22   0:00 /usr/libexec/gvfsd
lightdm     1454  0.0  0.0 459708  6784 ?        Sl   10:22   0:00 /usr/libexec/gvfsd-fuse /run/user/113/gvfs -f
root        1466  0.0  0.0 316960  9216 ?        Ssl  10:22   0:00 /usr/libexec/upowerd
root        1478  0.0  0.0  14704  6912 ?        S    10:22   0:00 lightdm --session-child 13 20
lightdm     1480  0.0  0.0 236068  7424 ?        Sl   10:22   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
kasadis     1493  0.6  0.9 2941100 276852 ?      Ssl  10:22   0:04 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/uvicorn app.main:app --host 0.0.0.0 --port 8000
kasadis     1494  0.3  0.9 1393872 262256 ?      Ssl  10:22   0:02 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app beat --loglevel=info
kasadis     1495  0.8  0.9 1304432 263548 ?      Ssl  10:22   0:04 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1496  0.0  0.1 1091460 52088 ?       Ssl  10:22   0:00 npm run dev
kasadis     1508  0.0  0.0   2800  1536 ?        S    10:22   0:00 sh -c next dev --hostname 0.0.0.0
kasadis     1509  0.0  0.2 11517364 59320 ?      Sl   10:22   0:00 node /home/kasadis/portfolio-ai/frontend/node_modules/.bin/next dev --hostname 0.0.0.0
kasadis     1520  1.6  2.4 28845768 693668 ?     Sl   10:22   0:09 next-server (v16.0.0)
postgres    1534  0.0  0.1 7612216 29536 ?       Ss   10:22   0:00 postgres: 16/main: portfolio_ai_user portfolio_ai 127.0.0.1(48418) idle
kasadis     1654  0.0  0.6 1306300 183076 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1655  0.0  0.6 1305280 173220 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1656  0.0  0.6 1305284 173352 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1657  0.0  0.6 1305288 173356 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1658  0.0  0.6 1305292 173356 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1659  0.0  0.6 1305296 173356 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1660  0.0  0.6 1305304 173360 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1661  0.0  0.6 1305308 173360 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1676  0.0  0.6 1305312 173496 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1677  0.0  0.6 1305316 173372 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1678  0.0  0.6 1305320 173376 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1679  0.0  0.6 1305320 173376 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1680  0.0  0.6 1305324 173124 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1681  0.0  0.6 1305328 173380 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1682  0.0  0.6 1305336 173252 ?      S    10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
kasadis     1683  0.0  0.7 3959856 224712 ?      Sl   10:22   0:00 /home/kasadis/portfolio-ai/backend/.venv/bin/python3.13 /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app worker --loglevel=info
uuidd       1684  0.0  0.0  11824  3328 ?        Ss   10:22   0:00 /usr/sbin/uuidd --socket-activation
postgres    1686  0.0  0.0 7611844 27332 ?       Ss   10:22   0:00 postgres: 16/main: portfolio_ai_user portfolio_ai 127.0.0.1(48448) idle
postgres    1687  0.0  0.0 7611844 27972 ?       Ss   10:22   0:00 postgres: 16/main: portfolio_ai_user portfolio_ai 127.0.0.1(48454) idle
postgres    1688  0.0  0.1 7612496 37060 ?       Ss   10:22   0:00 postgres: 16/main: portfolio_ai_user portfolio_ai 127.0.0.1(48458) idle
postgres    1689  0.0  0.1 7612208 32708 ?       Ss   10:22   0:00 postgres: 16/main: portfolio_ai_user portfolio_ai 127.0.0.1(48468) idle
cups-br+    1691  0.0  0.0 268472 19456 ?        Ssl  10:22   0:00 /usr/sbin/cups-browsed
root        1692  0.0  0.2 2996536 80200 ?       Ssl  10:22   0:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
kernoops    1701  0.0  0.0  12744  2332 ?        Ss   10:22   0:00 /usr/sbin/kerneloops --test
kernoops    1706  0.0  0.0  12744  2184 ?        Ss   10:22   0:00 /usr/sbin/kerneloops
root        1808  0.0  0.0      0     0 ?        I<   10:22   0:00 [kworker/R-cifsi]
root        1809  0.0  0.0      0     0 ?        I<   10:22   0:00 [kworker/R-smb3d]
root        1810  0.0  0.0      0     0 ?        I<   10:22   0:00 [kworker/R-cifsf]
root        1811  0.0  0.0      0     0 ?        I<   10:22   0:00 [kworker/R-cifso]
root        1812  0.0  0.0      0     0 ?        I<   10:22   0:00 [kworker/R-defer]
root        1813  0.0  0.0      0     0 ?        I<   10:22   0:00 [kworker/R-serve]
root        1814  0.0  0.0      0     0 ?        I<   10:22   0:00 [kworker/R-cfid_]
root        1815  0.0  0.0      0     0 ?        I<   10:22   0:00 [kworker/R-cifs-]
kasadis     2169  0.0  0.2 2827312 76792 ?       Sl   10:22   0:00 node /home/kasadis/portfolio-ai/frontend/.next/dev/build/postcss.js 40441
root        2261  0.0  0.0  16804 10624 ?        Ss   10:22   0:00 sshd: kasadis [priv]
kasadis     2269  0.0  0.0  17168  7140 ?        S    10:22   0:00 sshd: kasadis@notty
kasadis     2270  0.0  0.0  10720  4224 ?        Ss   10:22   0:00 bash
kasadis     2357  0.0  0.1 989548 42672 ?        Sl   10:22   0:00 /home/kasadis/.cursor-server/bin/7a31bffd467aa2d9adfda69076eb924e9062cb20/node /home/kasadis/.cursor-server/bin/multiplex-server/3ce73d09cffc8f33c6d911e972bd0f6dabbe3e26e810844be8060e6b10987db8.js d941ee08-14cb-4c69-8bcd-b6629d58c3af 0
root        2439  0.0  0.0      0     0 ?        I<   10:22   0:00 [kworker/R-biose]
root        2441  0.0  0.0      0     0 ?        S    10:22   0:00 [blksnaplog]
root        2445  0.0  0.0  16804 10624 ?        Ss   10:22   0:00 sshd: kasadis [priv]
root        2446  0.0  0.0  16804 10624 ?        Ss   10:22   0:00 sshd: kasadis [priv]
kasadis     2461  0.0  0.0  16944  7152 ?        S    10:22   0:00 sshd: kasadis@pts/1
kasadis     2462  0.0  0.0  16944  7028 ?        S    10:22   0:00 sshd: kasadis@pts/0
kasadis     2463  0.0  0.0  11380  5120 pts/1    Ss   10:22   0:00 -bash
kasadis     2464  0.0  0.0  11380  5248 pts/0    Ss+  10:22   0:00 -bash
root        2596  0.0  0.0      0     0 ?        I    10:23   0:00 [kworker/7:5-deferredclose]
root        2798  0.0  0.0      0     0 ?        I    10:29   0:00 [kworker/u32:0-ext4-rsv-conversion]
kasadis     2818  0.0  0.0  14492  5248 pts/1    S+   10:31   0:00 tmux new -s claude cd '/home/kasadis/portfolio-ai' && claude --allow-dangerously-skip-permissions
kasadis     2820  0.8  0.0  15148  4404 ?        Ss   10:31   0:00 tmux new -s claude cd '/home/kasadis/portfolio-ai' && claude --allow-dangerously-skip-permissions
kasadis     2821 49.1  0.9 74568580 260388 pts/2 Rsl+ 10:31   0:42 claude --allow-dangerously-skip-permissions
postgres    3056  0.0  0.1 7612392 37060 ?       Ss   10:31   0:00 postgres: 16/main: portfolio_ai_user portfolio_ai 127.0.0.1(37404) idle
kasadis     3154  0.0  0.0   8288  1920 ?        S    10:32   0:00 sleep 11
root        3155  0.0  0.0      0     0 ?        I    10:32   0:00 [kworker/4:0]
kasadis     3161  0.0  0.0  10072  3456 ?        Ss   10:32   0:00 /bin/bash -c -l source /home/kasadis/.claude/shell-snapshots/snapshot-bash-1762270274950-7f0rvj.sh && eval 'bash ~/portfolio-ai/scripts/capture-baseline.sh' \< /dev/null && pwd -P >| /tmp/claude-85e3-cwd
kasadis     3184  0.0  0.0  10072  3584 ?        S    10:32   0:00 bash /home/kasadis/portfolio-ai/scripts/capture-baseline.sh
kasadis     3192  100  0.0  13612  4352 ?        R    10:32   0:00 ps aux

=========================================
Process Tree (pstree)
=========================================

systemd splash
  |-ModemManager
  |   `-3*[{ModemManager}]
  |-NetworkManager --no-daemon
  |   `-3*[{NetworkManager}]
  |-accounts-daemon
  |   `-3*[{accounts-daemon}]
  |-agetty -o -p -- \\u --noclear - linux
  |-avahi-daemon
  |   `-avahi-daemon
  |-bluetoothd
  |-boltd
  |   `-3*[{boltd}]
  |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_app beat-
  |   `-17*[{celery}]
  |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |-celery /home/kasadis/portfolio-ai/backend/.venv/bin/celery -A app.celery_appworker
  |   |   `-24*[{celery}]
  |   `-2*[{celery}]
  |-containerd
  |   `-14*[{containerd}]
  |-cron -f -P
  |-cups-browsed
  |   `-3*[{cups-browsed}]
  |-cupsd -l
  |-dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
  |-dockerd -H fd:// --containerd=/run/containerd/containerd.sock
  |   `-21*[{dockerd}]
  |-irqbalance
  |   `-{irqbalance}
  |-kerneloops --test
  |-kerneloops
  |-lightdm
  |   |-Xorg -core :0 -seat seat0 -auth /var/run/lightdm/root/:0 -nolisten tcp vt7 -novtswitch
  |   |   `-12*[{Xorg}]
  |   |-lightdm --session-child 17 20
  |   |   |-lightdm-greeter /usr/lib/lightdm/lightdm-greeter-session /usr/sbin/slick-greeter
  |   |   |   `-slick-greeter
  |   |   |       `-5*[{slick-greeter}]
  |   |   `-3*[{lightdm}]
  |   |-lightdm --session-child 13 20
  |   `-3*[{lightdm}]
  |-npm run dev
  |   |-sh -c next dev --hostname 0.0.0.0
  |   |   `-node /home/kasadis/portfolio-ai/frontend/node_modules/.bin/next dev --hostname 0.0.0.0
  |   |       |-next-server (v1
  |   |       |   |-node /home/kasadis/portfolio-ai/frontend/.next/dev/build/postcss.js 40441
  |   |       |   |   `-27*[{node}]
  |   |       |   `-28*[{next-server (v1}]
  |   |       `-10*[{node}]
  |   `-10*[{npm run dev}]
  |-polkitd --no-debug
  |   `-3*[{polkitd}]
  |-postgres -D /var/lib/postgresql/16/main -c config_file=/etc/postgresql/16/main/postgresql.conf
  |   |-postgres
  |   |-postgres
  |   |-postgres
  |   |-postgres
  |   |-postgres
  |   |-postgres
  |   |-postgres
  |   |-postgres
  |   |-postgres
  |   |-postgres
  |   `-postgres
  |-power-profiles-
  |   `-3*[{power-profiles-}]
  |-redis-server
  |   `-4*[{redis-server}]
  |-rsyslogd -n -iNONE
  |   `-3*[{rsyslogd}]
  |-rtkit-daemon
  |   `-2*[{rtkit-daemon}]
  |-sshd
  |   |-sshd
  |   |   `-sshd
  |   |       `-bash
  |   |           |-node/home/kasadis/.cursor-server/bin/multiplex-server/3ce
  |   |           |   `-6*[{node}]
  |   |           `-sleep 11
  |   |-sshd
  |   |   `-sshd
  |   |       `-bash
  |   |           `-tmux: client new -s claude cd '/home/kasadis/portfolio-ai' && claude --allow-dangerously-skip-permissions
  |   `-sshd
  |       `-sshd
  |           `-bash
  |-switcheroo-cont
  |   `-3*[{switcheroo-cont}]
  |-systemd --user
  |   |-(sd-pam)
  |   |-at-spi-bus-laun
  |   |   |-dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11...
  |   |   `-4*[{at-spi-bus-laun}]
  |   |-at-spi2-registr --use-gnome-session
  |   |   `-3*[{at-spi2-registr}]
  |   |-dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
  |   |-dconf-service
  |   |   `-3*[{dconf-service}]
  |   |-gnome-keyring-d --foreground --components=pkcs11,secrets --control-directory=/run/user/113/keyring
  |   |   `-4*[{gnome-keyring-d}]
  |   |-gvfsd
  |   |   `-3*[{gvfsd}]
  |   |-gvfsd-fuse /run/user/113/gvfs -f
  |   |   `-6*[{gvfsd-fuse}]
  |   |-pipewire
  |   |   `-2*[{pipewire}]
  |   |-pipewire -c filter-chain.conf
  |   |   `-2*[{pipewire}]
  |   |-pipewire-pulse
  |   |   `-2*[{pipewire-pulse}]
  |   `-wireplumber
  |       `-5*[{wireplumber}]
  |-systemd --user
  |   |-(sd-pam)
  |   |-dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
  |   |-pipewire
  |   |   `-2*[{pipewire}]
  |   |-pipewire -c filter-chain.conf
  |   |   `-2*[{pipewire}]
  |   |-pipewire-pulse
  |   |   `-2*[{pipewire-pulse}]
  |   |-restic-smart-ba /home/kasadis/.local/bin/restic-smart-backup.sh
  |   |   `-sleep 3600
  |   `-wireplumber
  |       `-5*[{wireplumber}]
  |-systemd-journal
  |-systemd-logind
  |-systemd-resolve
  |-systemd-timesyn
  |   `-{systemd-timesyn}
  |-systemd-udevd
  |-tailscaled --state=/var/lib/tailscale/tailscaled.state --socket=/run/tailscale/tailscaled.sock --port=41641
  |   `-19*[{tailscaled}]
  |-tmux: server new -s claude cd '/home/kasadis/portfolio-ai' && claude --allow-dangerously-skip-permissions
  |   `-claude --allow-dangerously-skip-permissions
  |       |-bash -c -l...
  |       |   `-bash /home/kasadis/portfolio-ai/scripts/capture-baseline.sh
  |       |       `-pstree -a
  |       `-19*[{claude}]
  |-udisksd
  |   `-6*[{udisksd}]
  |-upowerd
  |   `-3*[{upowerd}]
  |-uuidd --socket-activation
  |-uvicorn /home/kasadis/portfolio-ai/backend/.venv/bin/uvicorn app.main:app --host0.0
  |   `-42*[{uvicorn}]
  |-veeamworker --pidfile /var/run/veeamservice.pid --daemon
  |   `-57*[{veeamworker}]
  `-wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev

=========================================
Scheduled Processes
=========================================

--- User Crontab ---
(no user crontab)

--- Systemd Timers (User) ---
NEXT                        LEFT LAST                          PASSED UNIT                           ACTIVATES
Tue 2025-11-04 10:33:26 EST  46s Mon 2025-11-03 10:33:08 EST        - restic-smart-backup.timer      restic-smart-backup.service
Wed 2025-11-05 10:27:32 EST  23h Tue 2025-11-04 10:27:32 EST 5min ago launchpadlib-cache-clean.timer launchpadlib-cache-clean.service

2 timers listed.

--- Systemd Timers (System) ---
NEXT                            LEFT LAST                        PASSED UNIT                         ACTIVATES
Tue 2025-11-04 10:33:18 EST      38s Tue 2025-11-04 09:33:41 EST      - anacron.timer                anacron.service
Tue 2025-11-04 10:37:27 EST 4min 48s -                                - systemd-tmpfiles-clean.timer systemd-tmpfiles-clean.service
Tue 2025-11-04 11:06:57 EST    34min Tue 2025-11-04 09:05:45 EST      - fwupd-refresh.timer          fwupd-refresh.service
Tue 2025-11-04 13:35:43 EST  3h 3min Mon 2025-11-03 11:14:22 EST      - apt-daily.timer              apt-daily.service
Tue 2025-11-04 15:34:20 EST  5h 1min Mon 2025-11-03 07:13:19 EST      - man-db.timer                 man-db.service
Tue 2025-11-04 15:48:25 EST 5h 15min Mon 2025-11-03 04:10:56 EST      - plocate-updatedb.timer       plocate-updatedb.service
Tue 2025-11-04 18:18:09 EST       7h Mon 2025-11-03 15:25:49 EST      - motd-news.timer              motd-news.service
Wed 2025-11-05 00:00:00 EST      13h Tue 2025-11-04 08:40:02 EST      - dpkg-db-backup.timer         dpkg-db-backup.service
Wed 2025-11-05 00:00:00 EST      13h Tue 2025-11-04 08:40:02 EST      - logrotate.timer              logrotate.service
Wed 2025-11-05 06:31:44 EST      19h Tue 2025-11-04 09:01:05 EST      - apt-daily-upgrade.timer      apt-daily-upgrade.service
Wed 2025-11-05 10:02:02 EST      23h Tue 2025-11-04 10:03:13 EST      - veeam-smart-backup.timer     veeam-smart-backup.service
Sun 2025-11-09 03:10:28 EST   4 days Sun 2025-11-02 03:10:39 EST      - e2scrub_all.timer            e2scrub_all.service
Mon 2025-11-10 00:15:45 EST   5 days Mon 2025-11-03 01:06:41 EST      - fstrim.timer                 fstrim.service

13 timers listed.

--- Celery Beat Schedule ---
Found celery_app.py - scheduled tasks defined in code:
"""Celery application configuration for background tasks.
agent runs and other long-running tasks.
    task_serializer="json",
    task_track_started=True,
    task_time_limit=600,  # 10 minutes max per task
    task_soft_time_limit=540,  # 9 minute soft limit
    worker_prefetch_multiplier=1,  # One task at a time
    worker_max_tasks_per_child=50,  # Restart worker after 50 tasks
# Configure Celery Beat schedule for periodic tasks
celery_app.conf.beat_schedule = {
    # These tasks poll frequently (60s) but honor user preference intervals
        "task": "refresh_watchlist_scores",
    #     "task": "refresh_portfolio_analytics",  # noqa: ERA001
    #     "task": "refresh_news_sentiment",  # noqa: ERA001
    # These tasks run on fixed schedules regardless of user preferences
        "task": "update_paper_trades_task",
    # Future: Data cleanup task
    #     "task": "cleanup_old_data",  # noqa: ERA001
# Import tasks to register them with Celery
from app.tasks import (  # noqa: E402, F401

=========================================
Network Listeners (listening ports)
=========================================

Netid State  Recv-Q Send-Q               Local Address:Port  Peer Address:PortProcess
udp   UNCONN 0      0                       127.0.0.54:53         0.0.0.0:*
udp   UNCONN 0      0                    127.0.0.53%lo:53         0.0.0.0:*
udp   UNCONN 0      0                          0.0.0.0:5353       0.0.0.0:*
udp   UNCONN 0      0                          0.0.0.0:40830      0.0.0.0:*
udp   UNCONN 0      0                          0.0.0.0:41641      0.0.0.0:*
udp   UNCONN 0      0                             [::]:5353          [::]:*
udp   UNCONN 0      0                             [::]:41641         [::]:*
udp   UNCONN 0      0                             [::]:47690         [::]:*
tcp   LISTEN 0      511                      127.0.0.1:6379       0.0.0.0:*
tcp   LISTEN 0      4096                    127.0.0.54:53         0.0.0.0:*
tcp   LISTEN 0      400                      127.0.0.1:5432       0.0.0.0:*
tcp   LISTEN 0      4096                100.123.190.81:48375      0.0.0.0:*
tcp   LISTEN 0      511                      127.0.0.1:35653      0.0.0.0:*    users:(("node",pid=2357,fd=19))
tcp   LISTEN 0      4096                     127.0.0.1:631        0.0.0.0:*
tcp   LISTEN 0      2048                       0.0.0.0:8000       0.0.0.0:*    users:(("uvicorn",pid=1493,fd=15))
tcp   LISTEN 0      4096                 127.0.0.53%lo:53         0.0.0.0:*
tcp   LISTEN 0      511                        0.0.0.0:3000       0.0.0.0:*    users:(("next-server (v1",pid=1520,fd=19))
tcp   LISTEN 0      4096                100.123.190.81:443        0.0.0.0:*
tcp   LISTEN 0      4096                     127.0.0.1:10808      0.0.0.0:*
tcp   LISTEN 0      4096                       0.0.0.0:22         0.0.0.0:*
tcp   LISTEN 0      4096   [fd7a:115c:a1e0::4001:be81]:33701         [::]:*
tcp   LISTEN 0      4096   [fd7a:115c:a1e0::4001:be81]:443           [::]:*
tcp   LISTEN 0      511                          [::1]:6379          [::]:*
tcp   LISTEN 0      4096                         [::1]:631           [::]:*
tcp   LISTEN 0      4096                          [::]:22            [::]:*

=========================================
End of Baseline Snapshot
=========================================
